1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,17.a,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,version
19027,1,0,73:Woman,Social worker,5 to 10 years,"Unemployed,Retired",n/a,United States,English,n/a,Very satisfied,7 or more meals,100%,n/a,"I have enough food to eat each month,I have access to more nutritious food,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Free or reduced price lunch,Energy Assistance (LIHEAP)",No,Never true,Never true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,n/a,No,"I am recieving the food boxes which I gratefully appreciate.  The persons delivering them, the youth, are very mannerly showing their community services. Sometimes we have conversations and I notice how the families work together also the physical growth the children have reached. Some have been committed to this service for the years I have received them. Many families, widows, and seniors are truly receving help be it extra or just feeling secure in their mind. One to many being without family or sufficient help.  God bless your program and the volunteers always. Love through out the ages.",A
19149,1,0,63:Woman,Flyer or Publication,Less than one year,Disabled,No,United States,English,I have no special dietary needs,Satisfied,1-2 meals,75%,matzah and gefilte fish,"I feel more food secure,I have access to more nutritious food",[List],Almond Milk,"No, my food needs are not being met","The quantity of food I receive is not sufficient,perhaps more dairy, breads, meats","Food stamps (SNAP),Disability (SSD),Energy Assistance (LIHEAP)",No,Sometimes true,Sometimes true,No,No,No,[List],Yes,No,No,No,Yes,Hopefully the box of food could contain more vegetables and fruits. To have more dairy would be nice!,A
19440,2,0,"59:Man,60:Woman",Social worker,Less than one year,Disabled,No,United States,English,Low sugar (diabetic),Very satisfied,1-2 meals,75%,n/a,I feel more food secure,n/a,,n/a,The quantity of food I receive is not sufficient,"Food stamps (SNAP),Social Security,Disability (SSD),Supplemental Security Income (SSI)",No,Don't know,Often true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,Yes,Thank you very much.,A
19131,1,0,90:Woman,Social worker,3 to 5 years,Retired,No,United States,English,I have no special dietary needs,Very satisfied,5-6 meals,100%,n/a,I have access to more nutritious food,[List],Almond Milk,"Yes, my food needs are being met",The quantity of food I receive is not sufficient,Social Security,No,Sometimes true,Sometimes true,No,No,No,No,I do not identify as Jewish,Yes,No,No,Yes,Thanks so much,A
19013,1,0,78:Woman,n/a,1 to 3 years,Unemployed,No,n/a,English,n/a,Very satisfied,5-6 meals,75%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",[List],Coconut Milk,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Social Security",No,Never true,Never true,No,n/a,No,No,Yes,Yes,No,No,Yes,My Dr. is jewish and my mother only bought jewish meat. I would love to find where I can get Jewish meat.  Thank you for the helpful box.,A
19116,1,0,:Woman,Social worker,5 to 10 years,Retired,No,United States,English,I have no special dietary needs,Neutral,3-4 meals,75%,rice,I have enough food to eat each month,[List],Almond Milk,"Yes, my food needs are being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),PCA Services",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,n/a,Yes,n/a,A
19131,1,0,80:Woman,Social worker,Less than one year,Unemployed,No,United States,English,Low salt,Very satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Soy Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",n/a,Often true,Often true,Yes:Some months but not every month,Yes,No,No,n/a,I do not identify as Jewish,No,No,Yes,I appreciate all the food I receive. Thank you.,A
19131,1,0,70:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,United States,English,I have no special dietary needs,Satisfied,3-4 meals,75%,no white pasta or rice or canned soup,"I feel more food secure,I have access to more nutritious food",[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",Yes,Sometimes true,Sometimes true,Yes:Some months but not every month,Yes,No,No,n/a,Yes,No,No,Yes,I appreciate the love from the JRA,A
19119,2,0,"36:Woman,60:Woman",n/a,1 to 3 years,Employed,No,n/a,English,I have no special dietary needs,Very satisfied,5-6 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),WIC,Unemployment",Yes,Often true,Often true,Yes:Almost every month,Yes,Yes,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,Thank you for everything that you all do. This is always a life saver for me and my famiy especially now that I'm pregnant.,A
19131,2,0,"75:Woman,74:Man",Social worker,3 to 5 years,Retired,No,China,Chinese,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic)",Satisfied,7 or more meals,100%,n/a,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",No,Sometimes true,Sometimes true,No,No,No,No,n/a,n/a,n/a,No,Yes,,A
19053,1,0,73:Woman,Rabbi,Less than one year,Retired,,United States,English,I have no special dietary needs,Very satisfied,3-4 meals,100%,n/a,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,No,,"Yes, my food needs are being met",n/a,Food stamps (SNAP),No,Never true,Never true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,n/a,A
19152,2,0,"61:Woman,59:Man",Friend or neighbor (word of mouth),1 to 3 years,Disabled,No,United States,English,n/a,Very satisfied,3-4 meals,100%,n/a,I have access to more nutritious food,[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI),Disability (SSD)",n/a,Often true,Often true,Yes:Almost every month,Yes,Yes,No,No,Yes,No,No,Yes,I very much appreciate the box of food and healthy snacks I receive every month,A
19116,1,0,72:Woman,Social worker,5 to 10 years,Disabled,No,United States,English,Low sugar (diabetic),Very satisfied,3-4 meals,100%,according to what I receive,"I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have access to more nutritious food,I feel more food secure,I am able to pay my other bills (medical etc.),I have enough food to eat each month",No,,"Yes, my food needs are being met",,"Food stamps (SNAP),Social Security,Kosher or other Meals on Wheels,Jewish Family and Children’s Services (JFCS),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",n/a,Sometimes true,Sometimes true,No,Yes,No,[List],Yes,Yes,No,No,Yes,thank you,A
19115,1,0,91:Woman,I don't remember,5 to 10 years,Retired,No,Ukraine,Russian,I have no special dietary needs,Very satisfied,7 or more meals,100%,n/a,"I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have access to more nutritious food,I feel more food secure,I am able to pay my other bills (medical etc.),I have enough food to eat each month",[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),PCA Services,Energy Assistance (LIHEAP)",Yes,Never true,Often true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,n/a,A
19116,1,0,85:Woman,n/a,5 to 10 years,Retired,No,Moldova,Russian,I have no special dietary needs,Satisfied,3-4 meals,75%,n/a,I have enough food to eat each month,[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,No,Yes,,A
19115,n/a,n/a,n/a,Flyer or Publication,5 to 10 years,Retired,No,Russia,Russian,I have no special dietary needs,Satisfied,1-2 meals,50%,,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,No,,"Yes, my food needs are being met",I am not able to prepare the food myself,Food stamps (SNAP),Yes,Sometimes true,n/a,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19115,3,0,"54:Woman,56:Man,19:Man",Friend or neighbor (word of mouth),3 to 5 years,Disabled,Yes,Ukraine and Moldova,Russian,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",thank you for being here,"Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP),Supplemental Security Income (SSI),Disability (SSD)",No,n/a,Often true,No,n/a,No,[List],Yes,Yes,No,n/a,Yes,,A
19115,1,0,82:Woman,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Ukraine,Russian,"Low salt,Low cholesterol",Very satisfied,n/a,100%,n/a,n/a,[List],Almond Milk,n/a,I have dietary restrictions (diabetes etc.),Energy Assistance (LIHEAP),No,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,Yes,No,Yes,,A
19020,1,0,89:Man,n/a,More than 10 years,Disabled,No,Ukraine,Russian,Low cholesterol,Satisfied,3-4 meals,75%,,"I am able to pay my other bills (medical etc.),I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",I am not able to prepare the food myself,"Food stamps (SNAP),Social Security,Cash Assistance (Welfare)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,Yes,Yes,n/a,Yes,,A
19115,n/a,n/a,n/a,Friend or neighbor (word of mouth),3 to 5 years,Unemployed,,Ukraine,Russian,I have no special dietary needs,Satisfied,5-6 meals,75%,,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,,A
19152,2,0,"68:Man,70:Woman",Friend or neighbor (word of mouth),1 to 3 years,"Unemployed,Retired",No,Ukraine,Russian,Low cholesterol,Very satisfied,1-2 meals,100%,n/a,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Free or reduced price lunch,Energy Assistance (LIHEAP)",No,Sometimes true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,,A
19116,2,0,"83:Man,82:Woman",Flyer or Publication,3 to 5 years,Retired,No,Ukraine,Russian,Low fat,Satisfied,3-4 meals,75%,"Pasta, canned goods",I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",,"Food stamps (SNAP),Social Security,PCA Services",No,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,Yes,No,Yes,,A
19115,n/a,0,"76:Man,68:Woman",Friend or neighbor (word of mouth),More than 10 years,Disabled,No,Russia,Russian,Low cholesterol,Satisfied,3-4 meals,100%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",,"Food stamps (SNAP),PCA Services,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Don't know,No,No,No,[List],Yes,Yes,No,No,Yes,,A
19152,n/a,n/a,n/a,Flyer or Publication,More than 10 years,Retired,n/a,Ukraine,Russian,"Low cholesterol,Low sugar (diabetic)",Somewhat dissatisfied,3-4 meals,50%,things with high sugar,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,No,,n/a,I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),JEVS,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,,A
